clean_path,degraded_path,degradation_type,parameters_used
synthetic_pairs\clean\00001373_035.png,synthetic_pairs\degraded\00001373_035_deg_2_contrast_compression.png,contrast_compression,pct=0.50
synthetic_pairs\clean\00001373_035.png,synthetic_pairs\degraded\00001373_035_deg_3_gaussian_blur.png,gaussian_blur,sigma=1.51
synthetic_pairs\clean\00001373_036.png,synthetic_pairs\degraded\00001373_036_deg_1_poisson_noise.png,poisson_noise,scale=23.6
synthetic_pairs\clean\00001373_036.png,synthetic_pairs\degraded\00001373_036_deg_2_contrast_compression.png,contrast_compression,pct=0.35
synthetic_pairs\clean\00001373_036.png,synthetic_pairs\degraded\00001373_036_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.64
synthetic_pairs\clean\00001373_037.png,synthetic_pairs\degraded\00001373_037_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0178
synthetic_pairs\clean\00001373_037.png,synthetic_pairs\degraded\00001373_037_deg_2_combined.png,combined,"underexposure+poisson_noise(factor=0.43,scale=40.3)"
synthetic_pairs\clean\00001373_037.png,synthetic_pairs\degraded\00001373_037_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0366
synthetic_pairs\clean\00001373_038.png,synthetic_pairs\degraded\00001373_038_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0247
synthetic_pairs\clean\00001373_038.png,synthetic_pairs\degraded\00001373_038_deg_2_combined.png,combined,"gaussian_noise+contrast_compression(variance=0.0441,pct=0.53)"
synthetic_pairs\clean\00001373_038.png,synthetic_pairs\degraded\00001373_038_deg_3_poisson_noise.png,poisson_noise,scale=19.4
synthetic_pairs\clean\00001373_039.png,synthetic_pairs\degraded\00001373_039_deg_1_gaussian_blur.png,gaussian_blur,sigma=3.46
synthetic_pairs\clean\00001373_039.png,synthetic_pairs\degraded\00001373_039_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0194
synthetic_pairs\clean\00001373_039.png,synthetic_pairs\degraded\00001373_039_deg_3_underexposure.png,underexposure,factor=0.49
synthetic_pairs\clean\00001373_040.png,synthetic_pairs\degraded\00001373_040_deg_1_underexposure.png,underexposure,factor=0.35
synthetic_pairs\clean\00001373_040.png,synthetic_pairs\degraded\00001373_040_deg_2_poisson_noise.png,poisson_noise,scale=33.3
synthetic_pairs\clean\00001373_040.png,synthetic_pairs\degraded\00001373_040_deg_3_underexposure.png,underexposure,factor=0.64
synthetic_pairs\clean\00001373_041.png,synthetic_pairs\degraded\00001373_041_deg_1_gaussian_blur.png,gaussian_blur,sigma=2.67
synthetic_pairs\clean\00001373_041.png,synthetic_pairs\degraded\00001373_041_deg_2_poisson_noise.png,poisson_noise,scale=35.5
synthetic_pairs\clean\00001373_041.png,synthetic_pairs\degraded\00001373_041_deg_3_contrast_compression.png,contrast_compression,pct=0.53
synthetic_pairs\clean\00001373_042.png,synthetic_pairs\degraded\00001373_042_deg_1_poisson_noise.png,poisson_noise,scale=40.0
synthetic_pairs\clean\00001373_042.png,synthetic_pairs\degraded\00001373_042_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0308
synthetic_pairs\clean\00001373_042.png,synthetic_pairs\degraded\00001373_042_deg_3_poisson_noise.png,poisson_noise,scale=20.4
synthetic_pairs\clean\00001373_043.png,synthetic_pairs\degraded\00001373_043_deg_1_gaussian_blur.png,gaussian_blur,sigma=2.53
synthetic_pairs\clean\00001373_043.png,synthetic_pairs\degraded\00001373_043_deg_2_contrast_compression.png,contrast_compression,pct=0.45
synthetic_pairs\clean\00001373_043.png,synthetic_pairs\degraded\00001373_043_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.09
synthetic_pairs\clean\00001373_044.png,synthetic_pairs\degraded\00001373_044_deg_1_poisson_noise.png,poisson_noise,scale=44.5
synthetic_pairs\clean\00001373_044.png,synthetic_pairs\degraded\00001373_044_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0399
synthetic_pairs\clean\00001373_044.png,synthetic_pairs\degraded\00001373_044_deg_3_combined.png,combined,"gaussian_noise+underexposure(variance=0.0078,factor=0.46)"
synthetic_pairs\clean\00001373_045.png,synthetic_pairs\degraded\00001373_045_deg_1_underexposure.png,underexposure,factor=0.50
synthetic_pairs\clean\00001373_045.png,synthetic_pairs\degraded\00001373_045_deg_2_combined.png,combined,"gaussian_blur+gaussian_noise(sigma=2.90,variance=0.0312)"
synthetic_pairs\clean\00001373_045.png,synthetic_pairs\degraded\00001373_045_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0263
synthetic_pairs\clean\00001373_046.png,synthetic_pairs\degraded\00001373_046_deg_1_combined.png,combined,"gaussian_noise+contrast_compression(variance=0.0476,pct=0.53)"
synthetic_pairs\clean\00001373_046.png,synthetic_pairs\degraded\00001373_046_deg_2_poisson_noise.png,poisson_noise,scale=16.7
synthetic_pairs\clean\00001373_046.png,synthetic_pairs\degraded\00001373_046_deg_3_underexposure.png,underexposure,factor=0.32
synthetic_pairs\clean\00001373_047.png,synthetic_pairs\degraded\00001373_047_deg_1_underexposure.png,underexposure,factor=0.59
synthetic_pairs\clean\00001373_047.png,synthetic_pairs\degraded\00001373_047_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0374
synthetic_pairs\clean\00001373_047.png,synthetic_pairs\degraded\00001373_047_deg_3_underexposure.png,underexposure,factor=0.49
synthetic_pairs\clean\00001373_048.png,synthetic_pairs\degraded\00001373_048_deg_1_underexposure.png,underexposure,factor=0.49
synthetic_pairs\clean\00001373_048.png,synthetic_pairs\degraded\00001373_048_deg_2_poisson_noise.png,poisson_noise,scale=40.2
synthetic_pairs\clean\00001373_048.png,synthetic_pairs\degraded\00001373_048_deg_3_contrast_compression.png,contrast_compression,pct=0.34
synthetic_pairs\clean\00001373_049.png,synthetic_pairs\degraded\00001373_049_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0076
synthetic_pairs\clean\00001373_049.png,synthetic_pairs\degraded\00001373_049_deg_2_poisson_noise.png,poisson_noise,scale=36.9
synthetic_pairs\clean\00001373_049.png,synthetic_pairs\degraded\00001373_049_deg_3_underexposure.png,underexposure,factor=0.63
synthetic_pairs\clean\00001373_050.png,synthetic_pairs\degraded\00001373_050_deg_1_gaussian_blur.png,gaussian_blur,sigma=3.36
synthetic_pairs\clean\00001373_050.png,synthetic_pairs\degraded\00001373_050_deg_2_combined.png,combined,"poisson_noise+underexposure(scale=39.0,factor=0.41)"
synthetic_pairs\clean\00001373_050.png,synthetic_pairs\degraded\00001373_050_deg_3_contrast_compression.png,contrast_compression,pct=0.31
synthetic_pairs\clean\00001373_051.png,synthetic_pairs\degraded\00001373_051_deg_1_contrast_compression.png,contrast_compression,pct=0.45
synthetic_pairs\clean\00001373_051.png,synthetic_pairs\degraded\00001373_051_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0401
synthetic_pairs\clean\00001373_051.png,synthetic_pairs\degraded\00001373_051_deg_3_underexposure.png,underexposure,factor=0.32
synthetic_pairs\clean\00001373_052.png,synthetic_pairs\degraded\00001373_052_deg_1_combined.png,combined,"gaussian_noise+poisson_noise(variance=0.0222,scale=19.0)"
synthetic_pairs\clean\00001373_052.png,synthetic_pairs\degraded\00001373_052_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.61
synthetic_pairs\clean\00001373_052.png,synthetic_pairs\degraded\00001373_052_deg_3_contrast_compression.png,contrast_compression,pct=0.36
synthetic_pairs\clean\00001373_053.png,synthetic_pairs\degraded\00001373_053_deg_1_poisson_noise.png,poisson_noise,scale=18.0
synthetic_pairs\clean\00001373_053.png,synthetic_pairs\degraded\00001373_053_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0278
synthetic_pairs\clean\00001373_053.png,synthetic_pairs\degraded\00001373_053_deg_3_poisson_noise.png,poisson_noise,scale=40.3
synthetic_pairs\clean\00001373_054.png,synthetic_pairs\degraded\00001373_054_deg_1_poisson_noise.png,poisson_noise,scale=39.2
synthetic_pairs\clean\00001373_054.png,synthetic_pairs\degraded\00001373_054_deg_2_underexposure.png,underexposure,factor=0.37
synthetic_pairs\clean\00001373_054.png,synthetic_pairs\degraded\00001373_054_deg_3_contrast_compression.png,contrast_compression,pct=0.33
synthetic_pairs\clean\00001373_055.png,synthetic_pairs\degraded\00001373_055_deg_1_combined.png,combined,"underexposure+gaussian_noise(factor=0.55,variance=0.0313)"
synthetic_pairs\clean\00001373_055.png,synthetic_pairs\degraded\00001373_055_deg_2_contrast_compression.png,contrast_compression,pct=0.55
synthetic_pairs\clean\00001373_055.png,synthetic_pairs\degraded\00001373_055_deg_3_combined.png,combined,"contrast_compression+gaussian_noise(pct=0.48,variance=0.0217)"
synthetic_pairs\clean\00001374_000.png,synthetic_pairs\degraded\00001374_000_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0109
synthetic_pairs\clean\00001374_000.png,synthetic_pairs\degraded\00001374_000_deg_2_contrast_compression.png,contrast_compression,pct=0.46
synthetic_pairs\clean\00001374_000.png,synthetic_pairs\degraded\00001374_000_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0114
synthetic_pairs\clean\00001375_000.png,synthetic_pairs\degraded\00001375_000_deg_1_contrast_compression.png,contrast_compression,pct=0.53
synthetic_pairs\clean\00001375_000.png,synthetic_pairs\degraded\00001375_000_deg_2_combined.png,combined,"gaussian_blur+poisson_noise(sigma=0.85,scale=39.8)"
synthetic_pairs\clean\00001375_000.png,synthetic_pairs\degraded\00001375_000_deg_3_underexposure.png,underexposure,factor=0.64
synthetic_pairs\clean\00001376_000.png,synthetic_pairs\degraded\00001376_000_deg_1_contrast_compression.png,contrast_compression,pct=0.34
synthetic_pairs\clean\00001376_000.png,synthetic_pairs\degraded\00001376_000_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0303
synthetic_pairs\clean\00001376_000.png,synthetic_pairs\degraded\00001376_000_deg_3_poisson_noise.png,poisson_noise,scale=34.7
synthetic_pairs\clean\00001376_001.png,synthetic_pairs\degraded\00001376_001_deg_1_gaussian_blur.png,gaussian_blur,sigma=3.08
synthetic_pairs\clean\00001376_001.png,synthetic_pairs\degraded\00001376_001_deg_2_poisson_noise.png,poisson_noise,scale=24.5
synthetic_pairs\clean\00001376_001.png,synthetic_pairs\degraded\00001376_001_deg_3_contrast_compression.png,contrast_compression,pct=0.49
synthetic_pairs\clean\00001376_002.png,synthetic_pairs\degraded\00001376_002_deg_1_underexposure.png,underexposure,factor=0.45
synthetic_pairs\clean\00001376_002.png,synthetic_pairs\degraded\00001376_002_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.52
synthetic_pairs\clean\00001376_002.png,synthetic_pairs\degraded\00001376_002_deg_3_contrast_compression.png,contrast_compression,pct=0.39
synthetic_pairs\clean\00001376_003.png,synthetic_pairs\degraded\00001376_003_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0233
synthetic_pairs\clean\00001376_003.png,synthetic_pairs\degraded\00001376_003_deg_2_combined.png,combined,"poisson_noise+contrast_compression(scale=33.5,pct=0.40)"
synthetic_pairs\clean\00001376_003.png,synthetic_pairs\degraded\00001376_003_deg_3_underexposure.png,underexposure,factor=0.68
synthetic_pairs\clean\00001376_004.png,synthetic_pairs\degraded\00001376_004_deg_1_combined.png,combined,"gaussian_noise+contrast_compression(variance=0.0339,pct=0.46)"
synthetic_pairs\clean\00001376_004.png,synthetic_pairs\degraded\00001376_004_deg_2_contrast_compression.png,contrast_compression,pct=0.37
synthetic_pairs\clean\00001376_004.png,synthetic_pairs\degraded\00001376_004_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0266
synthetic_pairs\clean\00001376_005.png,synthetic_pairs\degraded\00001376_005_deg_1_underexposure.png,underexposure,factor=0.59
synthetic_pairs\clean\00001376_005.png,synthetic_pairs\degraded\00001376_005_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0344
synthetic_pairs\clean\00001376_005.png,synthetic_pairs\degraded\00001376_005_deg_3_combined.png,combined,"gaussian_noise+contrast_compression(variance=0.0359,pct=0.32)"
synthetic_pairs\clean\00001376_006.png,synthetic_pairs\degraded\00001376_006_deg_1_underexposure.png,underexposure,factor=0.53
synthetic_pairs\clean\00001376_006.png,synthetic_pairs\degraded\00001376_006_deg_2_combined.png,combined,"poisson_noise+underexposure(scale=25.0,factor=0.58)"
synthetic_pairs\clean\00001376_006.png,synthetic_pairs\degraded\00001376_006_deg_3_poisson_noise.png,poisson_noise,scale=25.4
synthetic_pairs\clean\00001376_007.png,synthetic_pairs\degraded\00001376_007_deg_1_gaussian_blur.png,gaussian_blur,sigma=2.19
synthetic_pairs\clean\00001376_007.png,synthetic_pairs\degraded\00001376_007_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0252
synthetic_pairs\clean\00001376_007.png,synthetic_pairs\degraded\00001376_007_deg_3_poisson_noise.png,poisson_noise,scale=32.0
synthetic_pairs\clean\00001376_008.png,synthetic_pairs\degraded\00001376_008_deg_1_contrast_compression.png,contrast_compression,pct=0.56
synthetic_pairs\clean\00001376_008.png,synthetic_pairs\degraded\00001376_008_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0286
synthetic_pairs\clean\00001376_008.png,synthetic_pairs\degraded\00001376_008_deg_3_combined.png,combined,"contrast_compression+gaussian_noise(pct=0.36,variance=0.0085)"
synthetic_pairs\clean\00001376_009.png,synthetic_pairs\degraded\00001376_009_deg_1_poisson_noise.png,poisson_noise,scale=40.0
synthetic_pairs\clean\00001376_009.png,synthetic_pairs\degraded\00001376_009_deg_2_underexposure.png,underexposure,factor=0.36
synthetic_pairs\clean\00001376_009.png,synthetic_pairs\degraded\00001376_009_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0237
synthetic_pairs\clean\00001376_010.png,synthetic_pairs\degraded\00001376_010_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0325
synthetic_pairs\clean\00001376_010.png,synthetic_pairs\degraded\00001376_010_deg_2_underexposure.png,underexposure,factor=0.42
synthetic_pairs\clean\00001376_010.png,synthetic_pairs\degraded\00001376_010_deg_3_contrast_compression.png,contrast_compression,pct=0.60
synthetic_pairs\clean\00001377_000.png,synthetic_pairs\degraded\00001377_000_deg_1_gaussian_blur.png,gaussian_blur,sigma=3.24
synthetic_pairs\clean\00001377_000.png,synthetic_pairs\degraded\00001377_000_deg_2_contrast_compression.png,contrast_compression,pct=0.50
synthetic_pairs\clean\00001377_000.png,synthetic_pairs\degraded\00001377_000_deg_3_gaussian_blur.png,gaussian_blur,sigma=1.36
synthetic_pairs\clean\00001377_001.png,synthetic_pairs\degraded\00001377_001_deg_1_contrast_compression.png,contrast_compression,pct=0.55
synthetic_pairs\clean\00001377_001.png,synthetic_pairs\degraded\00001377_001_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0387
synthetic_pairs\clean\00001377_001.png,synthetic_pairs\degraded\00001377_001_deg_3_underexposure.png,underexposure,factor=0.56
synthetic_pairs\clean\00001377_002.png,synthetic_pairs\degraded\00001377_002_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0196
synthetic_pairs\clean\00001377_002.png,synthetic_pairs\degraded\00001377_002_deg_2_contrast_compression.png,contrast_compression,pct=0.56
synthetic_pairs\clean\00001377_002.png,synthetic_pairs\degraded\00001377_002_deg_3_combined.png,combined,"gaussian_noise+contrast_compression(variance=0.0321,pct=0.41)"
synthetic_pairs\clean\00001377_003.png,synthetic_pairs\degraded\00001377_003_deg_1_underexposure.png,underexposure,factor=0.69
synthetic_pairs\clean\00001377_003.png,synthetic_pairs\degraded\00001377_003_deg_2_combined.png,combined,"poisson_noise+gaussian_blur(scale=25.3,sigma=3.01)"
synthetic_pairs\clean\00001377_003.png,synthetic_pairs\degraded\00001377_003_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0346
synthetic_pairs\clean\00001377_004.png,synthetic_pairs\degraded\00001377_004_deg_1_underexposure.png,underexposure,factor=0.32
synthetic_pairs\clean\00001377_004.png,synthetic_pairs\degraded\00001377_004_deg_2_poisson_noise.png,poisson_noise,scale=16.0
synthetic_pairs\clean\00001377_004.png,synthetic_pairs\degraded\00001377_004_deg_3_underexposure.png,underexposure,factor=0.41
synthetic_pairs\clean\00001377_005.png,synthetic_pairs\degraded\00001377_005_deg_1_contrast_compression.png,contrast_compression,pct=0.56
synthetic_pairs\clean\00001377_005.png,synthetic_pairs\degraded\00001377_005_deg_2_underexposure.png,underexposure,factor=0.56
synthetic_pairs\clean\00001377_005.png,synthetic_pairs\degraded\00001377_005_deg_3_combined.png,combined,"poisson_noise+underexposure(scale=47.5,factor=0.43)"
synthetic_pairs\clean\00001378_000.png,synthetic_pairs\degraded\00001378_000_deg_1_contrast_compression.png,contrast_compression,pct=0.33
synthetic_pairs\clean\00001378_000.png,synthetic_pairs\degraded\00001378_000_deg_2_underexposure.png,underexposure,factor=0.35
synthetic_pairs\clean\00001378_000.png,synthetic_pairs\degraded\00001378_000_deg_3_poisson_noise.png,poisson_noise,scale=10.7
synthetic_pairs\clean\00001378_001.png,synthetic_pairs\degraded\00001378_001_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0370
synthetic_pairs\clean\00001378_001.png,synthetic_pairs\degraded\00001378_001_deg_2_underexposure.png,underexposure,factor=0.43
synthetic_pairs\clean\00001378_001.png,synthetic_pairs\degraded\00001378_001_deg_3_contrast_compression.png,contrast_compression,pct=0.55
synthetic_pairs\clean\00001378_002.png,synthetic_pairs\degraded\00001378_002_deg_1_underexposure.png,underexposure,factor=0.32
synthetic_pairs\clean\00001378_002.png,synthetic_pairs\degraded\00001378_002_deg_2_contrast_compression.png,contrast_compression,pct=0.38
synthetic_pairs\clean\00001378_002.png,synthetic_pairs\degraded\00001378_002_deg_3_combined.png,combined,"underexposure+contrast_compression(factor=0.70,pct=0.40)"
synthetic_pairs\clean\00001378_003.png,synthetic_pairs\degraded\00001378_003_deg_1_combined.png,combined,"contrast_compression+gaussian_noise(pct=0.56,variance=0.0068)"
synthetic_pairs\clean\00001378_003.png,synthetic_pairs\degraded\00001378_003_deg_2_underexposure.png,underexposure,factor=0.38
synthetic_pairs\clean\00001378_003.png,synthetic_pairs\degraded\00001378_003_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0309
synthetic_pairs\clean\00001378_004.png,synthetic_pairs\degraded\00001378_004_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0229
synthetic_pairs\clean\00001378_004.png,synthetic_pairs\degraded\00001378_004_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.69
synthetic_pairs\clean\00001378_004.png,synthetic_pairs\degraded\00001378_004_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0316
synthetic_pairs\clean\00001379_000.png,synthetic_pairs\degraded\00001379_000_deg_1_gaussian_blur.png,gaussian_blur,sigma=1.81
synthetic_pairs\clean\00001379_000.png,synthetic_pairs\degraded\00001379_000_deg_2_underexposure.png,underexposure,factor=0.47
synthetic_pairs\clean\00001379_000.png,synthetic_pairs\degraded\00001379_000_deg_3_poisson_noise.png,poisson_noise,scale=11.8
synthetic_pairs\clean\00001380_000.png,synthetic_pairs\degraded\00001380_000_deg_1_poisson_noise.png,poisson_noise,scale=48.0
synthetic_pairs\clean\00001380_000.png,synthetic_pairs\degraded\00001380_000_deg_2_combined.png,combined,"gaussian_blur+contrast_compression(sigma=2.85,pct=0.40)"
synthetic_pairs\clean\00001380_000.png,synthetic_pairs\degraded\00001380_000_deg_3_contrast_compression.png,contrast_compression,pct=0.33
synthetic_pairs\clean\00001381_000.png,synthetic_pairs\degraded\00001381_000_deg_1_combined.png,combined,"underexposure+contrast_compression(factor=0.64,pct=0.39)"
synthetic_pairs\clean\00001381_000.png,synthetic_pairs\degraded\00001381_000_deg_2_underexposure.png,underexposure,factor=0.36
synthetic_pairs\clean\00001381_000.png,synthetic_pairs\degraded\00001381_000_deg_3_poisson_noise.png,poisson_noise,scale=10.7
synthetic_pairs\clean\00001381_001.png,synthetic_pairs\degraded\00001381_001_deg_1_combined.png,combined,"gaussian_blur+contrast_compression(sigma=3.13,pct=0.36)"
synthetic_pairs\clean\00001381_001.png,synthetic_pairs\degraded\00001381_001_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0335
synthetic_pairs\clean\00001381_001.png,synthetic_pairs\degraded\00001381_001_deg_3_combined.png,combined,"gaussian_blur+underexposure(sigma=2.46,factor=0.33)"
synthetic_pairs\clean\00001381_002.png,synthetic_pairs\degraded\00001381_002_deg_1_combined.png,combined,"gaussian_noise+underexposure(variance=0.0338,factor=0.37)"
synthetic_pairs\clean\00001381_002.png,synthetic_pairs\degraded\00001381_002_deg_2_contrast_compression.png,contrast_compression,pct=0.51
synthetic_pairs\clean\00001381_002.png,synthetic_pairs\degraded\00001381_002_deg_3_underexposure.png,underexposure,factor=0.60
synthetic_pairs\clean\00001381_003.png,synthetic_pairs\degraded\00001381_003_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0113
synthetic_pairs\clean\00001381_003.png,synthetic_pairs\degraded\00001381_003_deg_2_poisson_noise.png,poisson_noise,scale=15.2
synthetic_pairs\clean\00001381_003.png,synthetic_pairs\degraded\00001381_003_deg_3_combined.png,combined,"poisson_noise+underexposure(scale=19.5,factor=0.46)"
synthetic_pairs\clean\00001381_004.png,synthetic_pairs\degraded\00001381_004_deg_1_poisson_noise.png,poisson_noise,scale=19.9
synthetic_pairs\clean\00001381_004.png,synthetic_pairs\degraded\00001381_004_deg_2_contrast_compression.png,contrast_compression,pct=0.60
synthetic_pairs\clean\00001381_004.png,synthetic_pairs\degraded\00001381_004_deg_3_combined.png,combined,"underexposure+gaussian_blur(factor=0.63,sigma=1.00)"
synthetic_pairs\clean\00001381_005.png,synthetic_pairs\degraded\00001381_005_deg_1_combined.png,combined,"poisson_noise+gaussian_blur(scale=26.0,sigma=2.55)"
synthetic_pairs\clean\00001381_005.png,synthetic_pairs\degraded\00001381_005_deg_2_contrast_compression.png,contrast_compression,pct=0.48
synthetic_pairs\clean\00001381_005.png,synthetic_pairs\degraded\00001381_005_deg_3_combined.png,combined,"contrast_compression+gaussian_blur(pct=0.30,sigma=1.14)"
synthetic_pairs\clean\00001381_006.png,synthetic_pairs\degraded\00001381_006_deg_1_combined.png,combined,"poisson_noise+gaussian_noise(scale=44.2,variance=0.0355)"
synthetic_pairs\clean\00001381_006.png,synthetic_pairs\degraded\00001381_006_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0123
synthetic_pairs\clean\00001381_006.png,synthetic_pairs\degraded\00001381_006_deg_3_gaussian_blur.png,gaussian_blur,sigma=3.28
synthetic_pairs\clean\00001381_007.png,synthetic_pairs\degraded\00001381_007_deg_1_combined.png,combined,"contrast_compression+poisson_noise(pct=0.57,scale=43.5)"
synthetic_pairs\clean\00001381_007.png,synthetic_pairs\degraded\00001381_007_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0250
synthetic_pairs\clean\00001381_007.png,synthetic_pairs\degraded\00001381_007_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.10
synthetic_pairs\clean\00001381_008.png,synthetic_pairs\degraded\00001381_008_deg_1_underexposure.png,underexposure,factor=0.33
synthetic_pairs\clean\00001381_008.png,synthetic_pairs\degraded\00001381_008_deg_2_gaussian_blur.png,gaussian_blur,sigma=1.39
synthetic_pairs\clean\00001381_008.png,synthetic_pairs\degraded\00001381_008_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0110
synthetic_pairs\clean\00001381_009.png,synthetic_pairs\degraded\00001381_009_deg_1_combined.png,combined,"gaussian_noise+gaussian_blur(variance=0.0419,sigma=3.01)"
synthetic_pairs\clean\00001381_009.png,synthetic_pairs\degraded\00001381_009_deg_2_poisson_noise.png,poisson_noise,scale=46.0
synthetic_pairs\clean\00001381_009.png,synthetic_pairs\degraded\00001381_009_deg_3_contrast_compression.png,contrast_compression,pct=0.48
synthetic_pairs\clean\00001381_010.png,synthetic_pairs\degraded\00001381_010_deg_1_underexposure.png,underexposure,factor=0.53
synthetic_pairs\clean\00001381_010.png,synthetic_pairs\degraded\00001381_010_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.28
synthetic_pairs\clean\00001381_010.png,synthetic_pairs\degraded\00001381_010_deg_3_combined.png,combined,"gaussian_noise+poisson_noise(variance=0.0289,scale=36.9)"
synthetic_pairs\clean\00001381_011.png,synthetic_pairs\degraded\00001381_011_deg_1_contrast_compression.png,contrast_compression,pct=0.46
synthetic_pairs\clean\00001381_011.png,synthetic_pairs\degraded\00001381_011_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.13
synthetic_pairs\clean\00001381_011.png,synthetic_pairs\degraded\00001381_011_deg_3_combined.png,combined,"underexposure+gaussian_noise(factor=0.67,variance=0.0392)"
synthetic_pairs\clean\00001381_012.png,synthetic_pairs\degraded\00001381_012_deg_1_poisson_noise.png,poisson_noise,scale=46.0
synthetic_pairs\clean\00001381_012.png,synthetic_pairs\degraded\00001381_012_deg_2_gaussian_blur.png,gaussian_blur,sigma=1.80
synthetic_pairs\clean\00001381_012.png,synthetic_pairs\degraded\00001381_012_deg_3_combined.png,combined,"gaussian_blur+poisson_noise(sigma=1.49,scale=17.8)"
synthetic_pairs\clean\00001381_013.png,synthetic_pairs\degraded\00001381_013_deg_1_gaussian_blur.png,gaussian_blur,sigma=2.49
synthetic_pairs\clean\00001381_013.png,synthetic_pairs\degraded\00001381_013_deg_2_poisson_noise.png,poisson_noise,scale=36.8
synthetic_pairs\clean\00001381_013.png,synthetic_pairs\degraded\00001381_013_deg_3_underexposure.png,underexposure,factor=0.37
synthetic_pairs\clean\00001382_000.png,synthetic_pairs\degraded\00001382_000_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0244
synthetic_pairs\clean\00001382_000.png,synthetic_pairs\degraded\00001382_000_deg_2_combined.png,combined,"gaussian_noise+contrast_compression(variance=0.0291,pct=0.55)"
synthetic_pairs\clean\00001382_000.png,synthetic_pairs\degraded\00001382_000_deg_3_poisson_noise.png,poisson_noise,scale=19.2
synthetic_pairs\clean\00001382_001.png,synthetic_pairs\degraded\00001382_001_deg_1_poisson_noise.png,poisson_noise,scale=34.1
synthetic_pairs\clean\00001382_001.png,synthetic_pairs\degraded\00001382_001_deg_2_combined.png,combined,"contrast_compression+gaussian_noise(pct=0.49,variance=0.0468)"
synthetic_pairs\clean\00001382_001.png,synthetic_pairs\degraded\00001382_001_deg_3_underexposure.png,underexposure,factor=0.46
synthetic_pairs\clean\00001382_002.png,synthetic_pairs\degraded\00001382_002_deg_1_combined.png,combined,"gaussian_blur+poisson_noise(sigma=1.27,scale=47.3)"
synthetic_pairs\clean\00001382_002.png,synthetic_pairs\degraded\00001382_002_deg_2_poisson_noise.png,poisson_noise,scale=34.4
synthetic_pairs\clean\00001382_002.png,synthetic_pairs\degraded\00001382_002_deg_3_underexposure.png,underexposure,factor=0.56
synthetic_pairs\clean\00001382_003.png,synthetic_pairs\degraded\00001382_003_deg_1_gaussian_blur.png,gaussian_blur,sigma=1.26
synthetic_pairs\clean\00001382_003.png,synthetic_pairs\degraded\00001382_003_deg_2_underexposure.png,underexposure,factor=0.58
synthetic_pairs\clean\00001382_003.png,synthetic_pairs\degraded\00001382_003_deg_3_contrast_compression.png,contrast_compression,pct=0.44
synthetic_pairs\clean\00001382_004.png,synthetic_pairs\degraded\00001382_004_deg_1_contrast_compression.png,contrast_compression,pct=0.40
synthetic_pairs\clean\00001382_004.png,synthetic_pairs\degraded\00001382_004_deg_2_poisson_noise.png,poisson_noise,scale=46.6
synthetic_pairs\clean\00001382_004.png,synthetic_pairs\degraded\00001382_004_deg_3_contrast_compression.png,contrast_compression,pct=0.36
synthetic_pairs\clean\00001383_000.png,synthetic_pairs\degraded\00001383_000_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0053
